,명사,중복횟수,총조회수,총추천수
1106,책,186,6536249.0,73639.0
3694,결혼식,148,6527629.0,61982.0
2063,유,171,6521949.0,79757.0
1472,혐오,138,6519366.0,95142.0
2519,취소,182,6503048.0,82708.0
5692,이근,113,6502926.0,100589.0
4604,진심,127,6498961.0,65504.0
3016,배민,104,6496399.0,77321.0
2088,율,144,6487579.0,87428.0
1136,타임,161,6479257.0,77948.0
3217,수저,113,6474743.0,79421.0
544,클라스,122,6473892.0,71544.0
1738,오들오들,132,6473585.0,65734.0
535,층,174,6468932.0,55808.0
1899,칼,166,6462946.0,78931.0
4990,해병대,164,6446900.0,84382.0
1006,꿀팁,124,6446768.0,58442.0
2159,실험,137,6442046.0,76950.0
577,성형,90,6436076.0,41853.0
42,의원,227,6424438.0,140808.0
3039,검거,175,6417431.0,81619.0
6308,지구,169,6416646.0,55064.0
11628,강형욱,138,6407829.0,85280.0
306,행동,145,6398117.0,71762.0
5654,옷,140,6390375.0,58544.0
3240,튜브,132,6384813.0,75705.0
2061,각,150,6376177.0,66112.0
4882,존재,149,6372051.0,63215.0
3690,카,233,6358077.0,68625.0
3100,확인,155,6338179.0,77282.0
3216,흙,118,6336449.0,78749.0
3053,판매,161,6335049.0,62000.0
1602,담배,138,6306488.0,57582.0
364,핫,136,6287935.0,79358.0
2513,공장,164,6279908.0,69921.0
813,노예,137,6270371.0,82900.0
694,싱붕,136,6261469.0,76596.0
669,음주운전,190,6255832.0,73448.0
2289,오열,117,6243080.0,104439.0
2959,강제,164,6242684.0,88028.0
512,지지,154,6240030.0,132187.0
954,짓,143,6221856.0,88524.0
1399,야구,226,6220435.0,69023.0
1311,설명,171,6214299.0,69339.0
97,회,192,6205020.0,76501.0
3548,갈등,143,6202309.0,113721.0
1140,투자,173,6199720.0,65659.0
4684,혐의,223,6199479.0,80682.0
2461,의심,157,6198579.0,75647.0
4977,밈,106,6197790.0,66769.0
4164,치료,142,6197475.0,65211.0
2198,인상,184,6195297.0,66458.0
1331,투표,135,6187122.0,125911.0
6375,취업,128,6139949.0,63186.0
2104,거래,158,6133931.0,59592.0
3388,호날두,173,6133801.0,87095.0
4066,실베,146,6132714.0,90971.0
1413,주작,131,6128172.0,96156.0
1485,한번,170,6126254.0,61868.0
4758,무시,118,6123557.0,74825.0
46,전문가,144,6122407.0,75183.0
1927,무기,173,6119080.0,52137.0
1635,형,161,6111245.0,78584.0
1917,셜,141,6108471.0,83847.0
8926,전국,192,6101784.0,57049.0
7988,탈출,171,6101471.0,70079.0
1450,단어,120,6101425.0,84485.0
1868,마을,220,6079383.0,55564.0
3922,침착,108,6077918.0,81060.0
4020,여대생,101,6077805.0,66386.0
3031,강,170,6072126.0,74193.0
3052,세기,151,6071800.0,58062.0
57,끝,203,6064928.0,68091.0
4852,시골,165,6062810.0,59073.0
558,얘기,164,6060680.0,62101.0
4192,풍경,196,6052783.0,49859.0
360,장애인,141,6050288.0,96552.0
1523,도전,181,6050072.0,55370.0
337,니,138,6037589.0,76147.0
571,선동,162,6037290.0,137939.0
3911,통,155,6034551.0,71814.0
841,소개,208,6029254.0,51611.0
5371,질,134,6019974.0,80376.0
124,냐,98,6017844.0,90232.0
5064,조선시대,143,6016526.0,58882.0
3256,옆,183,6012172.0,51700.0
2371,새벽,149,5997675.0,56296.0
1903,대화,141,5989714.0,68163.0
5575,징역,174,5969465.0,67864.0
974,볼,166,5964555.0,61193.0
4670,질문,158,5953024.0,75968.0
4445,오빠,99,5951923.0,66059.0
789,대형,151,5947999.0,64841.0
4004,취미,126,5938993.0,59235.0
1199,길,207,5935521.0,67190.0
1019,주차,188,5920674.0,57115.0
1994,머,141,5914013.0,68757.0
6903,체험,145,5912075.0,55564.0
326,카드,167,5903690.0,66725.0
15,역,157,5897435.0,76702.0
2718,개발자,124,5891356.0,55458.0
759,시민,162,5887355.0,77920.0
2727,성공,153,5877404.0,70700.0
4563,총,166,5875532.0,60283.0
3877,업체,173,5874676.0,61359.0
1369,결정,168,5873520.0,79189.0
6110,이탈리아,191,5873416.0,53920.0
1791,걱정,132,5869471.0,68552.0
343,차별,132,5860319.0,82200.0
3844,젠,145,5857495.0,79102.0
2390,논란중,114,5849729.0,56383.0
733,택배,134,5847179.0,71089.0
436,현,135,5842178.0,80430.0
334,강간,88,5834159.0,73908.0
2372,몰래,131,5831445.0,53064.0
2523,시각,110,5823783.0,78999.0
11180,이강인,178,5811456.0,86517.0
5598,지옥,146,5799793.0,68237.0
1232,붕,146,5793752.0,102113.0
6395,미녀,107,5792608.0,44309.0
3846,취급,117,5789915.0,73705.0
4063,얼마나,123,5784383.0,72768.0
937,검,195,5784238.0,122716.0
2831,스토리,173,5775313.0,62156.0
135,공감,116,5775190.0,82119.0
5702,특,111,5774880.0,64853.0
1335,방금,125,5773271.0,68113.0
7664,주민,181,5764559.0,61779.0
1392,헬스장,92,5758293.0,54723.0
1339,억울,116,5752674.0,76997.0
3032,할아버지,134,5750922.0,78489.0
20131,박지현,120,5747950.0,137302.0
1756,애니메이션,142,5747041.0,54530.0
1324,뽕,137,5741648.0,91454.0
3222,과학,128,5731284.0,69397.0
2165,바이든,147,5721010.0,89920.0
1882,심,172,5720142.0,71814.0
4421,보기,153,5720116.0,67181.0
978,데,157,5709236.0,55329.0
323,타,153,5703936.0,68275.0
6529,잘못,136,5700539.0,59050.0
1366,정말,140,5696635.0,73105.0
3093,규어,252,5695256.0,57163.0
2140,회장,160,5689820.0,66527.0
936,버,115,5689579.0,58131.0
6730,업자,122,5666747.0,71369.0
4383,적,151,5666051.0,65978.0
1250,잡,110,5665994.0,61436.0
2855,대결,133,5660230.0,66478.0
3786,세금,153,5656142.0,86542.0
1432,대처,122,5654146.0,66341.0
1035,엔딩,128,5652422.0,65427.0
1364,조사,192,5650906.0,83284.0
8301,오해,126,5649667.0,60358.0
3125,대상,135,5641672.0,72122.0
5767,서비스,130,5632549.0,54373.0
5096,시도,163,5632142.0,68646.0
658,창,126,5631940.0,69551.0
8951,해병,144,5629284.0,98665.0
2170,디씨,83,5626731.0,75318.0
3716,야동,68,5623434.0,57010.0
2296,여성시대,108,5608115.0,115945.0
3887,선생님,140,5604540.0,64081.0
1674,개그맨,125,5597196.0,59784.0
4080,래퍼,106,5593693.0,57259.0
259,월드,175,5591191.0,50192.0
7410,성관계,89,5586911.0,54867.0
2244,증거,143,5577178.0,105166.0
2409,이스라엘,166,5574239.0,57553.0
28,뜸,126,5573028.0,81730.0
3414,영어,119,5568141.0,61300.0
572,브라질,109,5564572.0,56161.0
3964,곧,121,5561128.0,61150.0
1821,과,151,5544857.0,62350.0
4196,크기,101,5539105.0,41896.0
3103,계속,147,5534697.0,60225.0
5048,재산,138,5527143.0,68785.0
341,내부,141,5522476.0,66008.0
11199,검찰,230,5511803.0,115710.0
1003,고등학교,106,5505972.0,59113.0
45,현지,138,5505427.0,56839.0
5119,성적,107,5505083.0,66411.0
1841,마인드,98,5504029.0,85387.0
1346,센터,151,5503061.0,72332.0
949,초등학생,118,5497617.0,57884.0
2163,비판,157,5489642.0,114424.0
6535,레딧,117,5488976.0,55093.0
2862,장사,123,5487490.0,63076.0
321,조작,179,5485791.0,111756.0
1533,가스,130,5467608.0,74014.0
3253,커피,144,5466889.0,42902.0
2705,분,137,5464646.0,73572.0
1954,국방부,130,5463927.0,82276.0
10738,공주,136,5461063.0,63442.0
9508,뉴욕,187,5456131.0,41076.0
814,접종,114,5453935.0,74774.0
4461,번역,139,5450026.0,57108.0
2858,가면,117,5448218.0,57177.0
3211,탈,126,5444192.0,85556.0
27145,뉴진스,133,5441294.0,72396.0
1400,여행기,603,5437884.0,30967.0
3002,약혐,109,5435030.0,50566.0
6166,감,132,5433820.0,60742.0
3533,컴퓨터,105,5426272.0,54120.0
1474,직,131,5424775.0,57547.0
5448,구매,131,5421963.0,50613.0
2047,부모님,110,5415480.0,54050.0
4949,추락,133,5415386.0,52005.0
5726,아동,118,5413420.0,60939.0
1273,홍보,143,5408912.0,69645.0
443,부대,142,5408251.0,62726.0
47,모두,158,5407484.0,73651.0
3777,인구,132,5407191.0,60741.0
8058,인사,162,5401665.0,94306.0
1372,돼지,127,5398093.0,53941.0
438,사과문,115,5397279.0,66001.0
1257,도입,152,5387900.0,69933.0
1988,관계,127,5384630.0,69034.0
826,성희롱,109,5383670.0,69807.0
2756,방역,121,5377699.0,91895.0
7334,주호민,99,5377478.0,105271.0
6618,죽음,136,5369353.0,56018.0
1284,클리앙,100,5366260.0,113553.0
1299,은퇴,138,5354555.0,51809.0
781,데이트,126,5350210.0,58799.0
15439,퐁퐁남,99,5348187.0,79710.0
845,년,128,5338367.0,59570.0
3325,브랜드,130,5337302.0,45774.0
1915,승리,129,5330835.0,76005.0
464,지능,121,5323607.0,55595.0
4447,진상,134,5322238.0,54836.0
6856,고기,118,5301998.0,44930.0
3360,가해자,135,5280216.0,66391.0
10945,물가,129,5256667.0,48740.0
490,사례,128,5246486.0,60579.0
8468,푸틴,141,5245757.0,54466.0
1653,성,136,5241583.0,58487.0
2457,싱글,124,5238245.0,53638.0
914,경험,116,5237715.0,54135.0
4663,중독,106,5223782.0,41427.0
2388,실종,115,5223013.0,50774.0
5391,기준,133,5221374.0,53199.0
1534,팅,125,5213967.0,71616.0
187,서울시,149,5209970.0,89066.0
1044,모,131,5205668.0,55416.0
2758,메시,162,5205211.0,78207.0
3792,상,154,5204989.0,52761.0
3661,폭탄,139,5198972.0,66235.0
3473,혐주,105,5197998.0,43972.0
3269,이용,144,5195874.0,73896.0
7996,모든,147,5192933.0,58623.0
900,예상,131,5185396.0,63551.0
6915,안산,98,5169685.0,98318.0
2283,동생,112,5161087.0,48420.0
2382,먹방,114,5160347.0,48680.0
3963,파티,146,5158102.0,51493.0
3561,놀란,121,5157257.0,46171.0
2452,중요성,86,5153429.0,46061.0
1007,마리,147,5152308.0,52573.0
511,페미니즘,97,5150674.0,107278.0
19,트럭,162,5125041.0,48011.0
210,햄,130,5124129.0,126496.0
1937,화제,122,5123198.0,50023.0
6366,열,116,5119706.0,115026.0
4608,대신,147,5119388.0,58090.0
1129,중단,138,5115925.0,70105.0
2137,최,148,5115455.0,52085.0
1992,우주,240,5113132.0,43043.0
820,문신,88,5099811.0,40963.0
6701,김정은,133,5092247.0,68444.0
5082,성범죄,114,5086006.0,84863.0
3976,채,145,5082843.0,48433.0
6604,붕괴,137,5079309.0,55562.0
2239,바,176,5077017.0,45368.0
373,신상,103,5076419.0,94645.0
11615,흉기,149,5070179.0,65571.0
5591,천재,112,5060082.0,58876.0
2445,교도소,98,5044862.0,47002.0
452,피셜,123,5042073.0,59882.0
5333,바람,113,5040479.0,43613.0
756,사업,143,5036219.0,69692.0
5810,월드컵,145,5035107.0,62084.0
12047,버튜버,90,5034084.0,50778.0
8624,직전,117,5033540.0,57087.0
2794,무료,115,5027090.0,53272.0
6364,누가,137,5025935.0,60678.0
529,행사,177,5024383.0,62613.0
4518,풀,142,5019534.0,56493.0
1679,명문,107,5011571.0,75384.0
358,선거,138,5009643.0,93808.0
381,처리,133,5003663.0,69713.0
541,왕따,89,4981308.0,64335.0
3819,맥주,179,4981190.0,36499.0
7044,만화가,103,4972282.0,51471.0
3626,비행기,143,4968952.0,41827.0
2942,청와대,115,4967834.0,109515.0
5252,돈까스,102,4962728.0,45011.0
1620,운영,135,4962034.0,54565.0
2340,악마,146,4952178.0,56485.0
2972,아시아,114,4943582.0,49403.0
2755,초등학교,109,4936441.0,53856.0
947,중학생,100,4932865.0,58451.0
1288,부활,115,4919693.0,59940.0
56,핵,136,4918066.0,54016.0
1038,콜라보,155,4916990.0,40328.0
1292,복귀,123,4908807.0,62820.0
1746,인성,100,4901895.0,72571.0
13904,컬,112,4901784.0,43633.0
960,삭제,120,4897404.0,77557.0
2648,병사,113,4884534.0,60381.0
2241,중고,115,4883542.0,42469.0
536,남자친구,93,4881045.0,41521.0
961,반전,112,4877035.0,59186.0
5788,유재석,108,4871748.0,44302.0
5055,손절,95,4863324.0,60294.0
3082,박제,106,4858302.0,73305.0
3155,섬,163,4853764.0,56988.0
3798,어머니,115,4850976.0,60368.0
564,국산,105,4848675.0,48592.0
4854,솔로,114,4846566.0,58898.0
6759,필리핀,125,4842817.0,44338.0
852,수익,98,4842279.0,44041.0
686,일화,128,4837521.0,83105.0
6439,캠,103,4832942.0,43669.0
546,어플,80,4823859.0,48609.0
1489,명품,122,4820762.0,49344.0
9573,여중생,94,4818057.0,50035.0
1094,구조,138,4812243.0,54026.0
2843,감성,126,4809131.0,55960.0
4519,코스,184,4809056.0,39256.0
611,꼴,103,4808563.0,53666.0
3197,반,134,4807935.0,51407.0
5307,복싱,129,4804857.0,39145.0
1824,조롱,123,4800396.0,70668.0
3592,넥슨,113,4800313.0,51851.0
1010,마트,120,4797587.0,49560.0
4231,진출,116,4788713.0,59594.0
943,정책,133,4771532.0,85605.0
1985,노인,140,4769073.0,54851.0
4550,문자,109,4766222.0,57682.0
2966,지랄,95,4764196.0,69999.0
1509,처,137,4763381.0,63433.0
3297,도둑,120,4746728.0,54542.0
3337,멤버,109,4745002.0,36528.0
2573,기능,106,4736389.0,49375.0
2149,꼭,109,4735913.0,48361.0
1380,롯데,136,4734740.0,45835.0
2549,버전,126,4721790.0,64455.0
766,채널,130,4713233.0,67689.0
6807,비혼,88,4713032.0,72150.0
15755,국결,118,4707394.0,80853.0
4632,우울,88,4698731.0,47961.0
2826,해군,149,4698676.0,46142.0
869,간다,130,4689210.0,51003.0
1816,이건,99,4685472.0,53316.0
3683,긴급,128,4685315.0,71685.0
1492,우승,143,4683056.0,63926.0
3471,선정,144,4682371.0,42139.0
1022,터,136,4678415.0,47828.0
1996,괴담,121,4676397.0,45375.0
3642,대하,141,4675082.0,52793.0
4610,로봇,142,4649693.0,43651.0
644,보드,152,4648345.0,40980.0
3775,전용,93,4645103.0,58537.0
7142,돌,126,4644340.0,49093.0
2327,육군,109,4639777.0,50562.0
600,재업,139,4638638.0,60278.0
1267,추진,168,4638351.0,89720.0
8404,도로,148,4621158.0,41731.0
1818,웃기,106,4615383.0,65993.0
1757,수입,108,4614895.0,41034.0
7844,폐,109,4611798.0,49959.0
1696,씨,145,4611497.0,47136.0
1953,낭만,135,4607159.0,50330.0
3293,제로,98,4603248.0,33076.0
4507,버거,97,4601497.0,35708.0
2187,언급,126,4591907.0,64343.0
4620,전세,140,4576907.0,43225.0
3059,당황,99,4574854.0,42228.0
1599,소설,118,4573787.0,42114.0
1480,식사,93,4572508.0,45116.0
6709,번호,78,4571106.0,50089.0
6883,소송,129,4570007.0,50809.0
3570,언론,129,4569805.0,86380.0
3869,처벌,129,4568981.0,68697.0
11303,금메달,87,4565368.0,69699.0
4756,프로그램,105,4562384.0,55594.0
879,빈,119,4561103.0,56548.0
1065,트,149,4557506.0,40430.0
743,의미,96,4552580.0,62776.0
2428,백인,85,4538315.0,50052.0
5553,반박,125,4535804.0,79344.0
12548,후회,85,4530454.0,46448.0
9896,공약,100,4527463.0,112084.0
3311,제대로,111,4525424.0,68674.0
1464,리그,154,4523725.0,46417.0
3585,장난,96,4522981.0,58254.0
7263,모텔,86,4522877.0,35010.0
2592,주인,116,4521628.0,52601.0
17708,곽,92,4518646.0,44900.0
4174,사상,114,4515461.0,54810.0
5060,냄새,90,4510393.0,39428.0
7876,값,108,4510078.0,45952.0
1701,자식,97,4505756.0,53019.0
9008,튜버,84,4504184.0,64201.0
6223,유형,83,4500190.0,46011.0
2197,사유,86,4499317.0,53647.0
1286,파리,157,4497733.0,39201.0
1421,좌,101,4497230.0,61792.0
5439,구속,140,4489672.0,57347.0
1563,아침,128,4489317.0,46300.0
4193,찍,115,4478869.0,38828.0
11256,다음,112,4476666.0,67457.0
569,대출,123,4475321.0,44527.0
1351,요새,96,4475036.0,46415.0
5600,메뉴,92,4473416.0,31584.0
5775,민폐,96,4467450.0,43240.0
4294,면접,94,4466912.0,47922.0
67,김치,102,4460186.0,58400.0
2745,작업,181,4458125.0,48094.0
1407,뇌,93,4458053.0,46374.0
1017,조언,109,4449464.0,51262.0
7270,근무,105,4443627.0,53414.0
9017,캐나다,130,4441330.0,41036.0
3719,여사,115,4440747.0,52458.0
4467,워치,104,4439352.0,38548.0
4275,설,107,4435872.0,54362.0
650,당첨,92,4435303.0,41948.0
1132,파,120,4424549.0,52782.0
2094,여자애,126,4424510.0,44474.0
1692,영향,112,4421686.0,43487.0
2328,도시락,95,4419400.0,48479.0
6729,자영,93,4418194.0,58806.0
758,검토,156,4400186.0,66949.0
4889,고발,156,4400021.0,84522.0
2962,얘,95,4391129.0,58390.0
5215,요,129,4384035.0,38171.0
33655,잼버리,126,4381237.0,89061.0
91,오픈,114,4381169.0,38066.0
2682,계획,150,4372314.0,51284.0
18004,러시아군,94,4369448.0,40884.0
3908,여,108,4364499.0,43352.0
8851,스마트폰,95,4360922.0,39030.0
3109,헬스,79,4355187.0,42010.0
8003,노출,61,4354585.0,41257.0
610,여론,111,4352324.0,72982.0
5765,터키,134,4350569.0,41070.0
875,전기차,137,4350272.0,34868.0
1545,보수,99,4331876.0,90090.0
6018,선배,109,4329186.0,44905.0
3106,공원,184,4326017.0,42170.0
115,메,132,4320674.0,65195.0
1659,이벤트,128,4319927.0,42969.0
4971,물건,97,4315325.0,34654.0
1180,정지,102,4314346.0,53056.0
4386,톡,72,4309915.0,47714.0
1768,능력,100,4307434.0,48850.0
5465,자신,95,4307219.0,43636.0
3055,상상,95,4304710.0,44211.0
2505,고등학생,79,4304175.0,40925.0
2071,희망,117,4302531.0,39383.0
6483,틱톡,71,4298499.0,43412.0
4850,로또,80,4290553.0,41528.0
1703,실패,103,4286255.0,55306.0
2160,범죄자,95,4280146.0,55474.0
2803,연락,113,4278801.0,44633.0
868,떡,97,4275674.0,45391.0
6238,전통,119,4274508.0,50724.0
164,나무,129,4271853.0,47356.0
10495,추석,134,4270318.0,38182.0
550,답변,97,4268508.0,75911.0
499,기부,117,4267612.0,69277.0
14241,윤카,121,4264532.0,104384.0
1908,현황,102,4263587.0,44473.0
4324,간부,122,4262359.0,56870.0
13903,피지,86,4259285.0,33609.0
189,전화,109,4255053.0,53348.0
2243,념,81,4252530.0,97152.0
4592,후배,102,4249159.0,43787.0
5303,아나운서,82,4247970.0,38334.0
6880,실,118,4245459.0,45874.0
4679,고통,91,4244213.0,48517.0
1714,구글,96,4244038.0,35826.0
5431,오타쿠,94,4243083.0,42580.0
602,대응,132,4234143.0,60636.0
1374,전문,117,4233303.0,51381.0
2581,클럽,93,4231937.0,35859.0
3973,미용실,138,4231693.0,31237.0
2542,어린이,110,4231329.0,50015.0
4552,사연,112,4224145.0,41206.0
9700,듯,107,4220762.0,58145.0
673,표,94,4215070.0,48185.0
2001,거절,98,4214643.0,49652.0
1247,팁,122,4210195.0,29579.0
4571,효과,102,4207032.0,47724.0
7372,더쿠,76,4206312.0,53156.0
5816,개봉,116,4203653.0,41025.0
3402,내년,115,4202912.0,49068.0
1314,주인공,109,4195192.0,40384.0
2022,여군,71,4191304.0,49973.0
5815,자취,81,4189556.0,33393.0
2101,직관,278,4186213.0,38227.0
84,누구,108,4185688.0,45469.0
678,상식,86,4185452.0,37847.0
2543,편지,92,4184600.0,72130.0
6055,신종,86,4179644.0,43766.0
2304,퇴사,87,4178775.0,43814.0
4092,팔이,95,4178042.0,57011.0
4178,위엄,84,4177109.0,49919.0
6568,크리스마스,115,4176187.0,39398.0
2000,맥도날드,79,4171398.0,35739.0
4840,방식,104,4164191.0,49575.0
785,땅,116,4163971.0,48463.0
738,닌텐도,116,4162014.0,33678.0
2171,재판,139,4153728.0,67144.0
1959,민원,107,4150730.0,55187.0
5332,여직원,73,4149511.0,49131.0
10182,아프간,77,4149475.0,49174.0
2083,큰일,74,4145986.0,51016.0
1909,소년,119,4145483.0,42346.0
1794,바다,150,4144035.0,32037.0
5505,혐한,88,4143706.0,55560.0
1004,수학,77,4143562.0,46779.0
24950,인티녀,81,4138586.0,33162.0
2392,빚,97,4134884.0,48838.0
4867,연기,109,4131074.0,43496.0
5716,동거,107,4130997.0,42285.0
2608,예산,123,4130318.0,72293.0
3437,이슬람,101,4125059.0,65796.0
2580,자체,105,4120344.0,53864.0
5913,탈북자,87,4116644.0,56654.0
3495,조건,89,4111653.0,41994.0
4170,비상,107,4100109.0,43960.0
7445,한국영,105,4098145.0,43193.0
4649,손가락,85,4097843.0,64939.0
445,점점,90,4096954.0,44664.0
1465,스윗,76,4096762.0,53746.0
2734,히어로,133,4095830.0,37884.0
3201,독자,76,4094747.0,44930.0
4053,종,131,4084850.0,38640.0
941,출산,95,4078343.0,51211.0
489,정신병,83,4077961.0,49100.0
3781,표현,101,4075845.0,59866.0
7004,강호동,78,4071612.0,41311.0
4533,사단,96,4070258.0,57750.0
5075,유부,75,4057889.0,44011.0
5262,카메라,183,4052110.0,30677.0
10838,격투기,112,4051363.0,35165.0
3078,정치인,91,4049227.0,63553.0
951,아무,104,4041305.0,46785.0
2890,얼,102,4040977.0,44524.0
6154,페이,118,4033795.0,36933.0
750,예비군,94,4032721.0,52556.0
14230,김민재,122,4031127.0,49055.0
2370,오토바이,115,4028733.0,37206.0
6693,급발진,111,4026508.0,37910.0
861,예고,120,4025551.0,58283.0
1334,테스트,126,4024747.0,39633.0
6699,상대,107,4024685.0,47469.0
63,발전,107,4018488.0,42135.0
2378,자전거,161,4015495.0,33327.0
6028,히틀러,93,4015438.0,45732.0
3890,앱,89,4014103.0,41803.0
9837,백수,95,4011253.0,38739.0
1137,라인,125,4008479.0,53131.0
2179,컨셉,96,3996098.0,35871.0
12184,회원,83,3991157.0,55186.0
